"bbid","naam","uri","straatnaam","straat_uri","breen","kleinnr","nr1876","tekst"
"BB3436","Kranengang",,"Egelantiersstraat","https://adamlink.nl/geo/street/egelantiersstraat/1210","nee",,,"Kranengang – Egelantiersstraat MNM: 1 (1790-03-15); K1805"
"BB3437","Kranengang",,"Eerste Laurierdwarsstraat","https://adamlink.nl/geo/street/eerste-laurierdwarsstraat/1186","nee",,,"Kranengang – Eerste Laurierdwarsstraat BS zie: Kramersgang"
"BB3438","Krantengang",,"Zandstraat",,"nee",,,"Krantengang – Zandstraat BS zie: Courantengang"
"BB3439",,,,,,,,"Kreis Gebed zonder End MNM"
"BB3440","Krempegang",,"Groenburgwal","https://adamlink.nl/geo/street/groenburgwal/1564","nee",,,"Krempegang – Groenburgwal BS zie: (Jan) Krimpengang"
"BB3441","Krentengang – Keizersgracht TA: 4 (\"in een huys en erve alwaar koninxbergen uythangt, Staende en Leggende opde Westzyde vande keysersgt. aande Noortzijde vande prinsestraet, nog in een huijs en erve, gestaen en gelegen aende Zuijtzijde Van, of nevens t se",,,,"nee",,,"Krentengang – Keizersgracht TA: 4 (\"in een huys en erve alwaar koninxbergen uythangt, Staende en Leggende opde Westzyde vande keysersgt. aande Noortzijde vande prinsestraet, nog in een huijs en erve, gestaen en gelegen aende Zuijtzijde Van, of nevens t selve Huys Coninx bergen, ende in een Huysje en erve inde Schilders gang ... 1716-12-05\" - \"Een Huys en Erve Staande en Leggende aan de WestZyde van de Kijsers gragt benoorden de prinse Straat en de gang daar Nevens ... 1760-04-01\", \"Een Huys en Erve Staande en Leggende in de Schilders gang ... 1760-04-01\", \"Een Huijs en Erve Staande en Leggende op de Kijzersgragt westzyde by de Prince Straat in de Schilders off Corenten gang agter t huijs genaamt het huijs te Benthem ... 1777-10-07\")"
"BB3442","Krentengang",,"Keizersgracht","https://adamlink.nl/geo/street/keizersgracht/2337","nee",,,"Krentengang – Keizersgracht K1805; BS zie: Reutergang; RN53 (zie: Rentengang)"
"BB3443","Krentengang",,"Nieuwezijds Voorburgwal","https://adamlink.nl/geo/street/nieuwezijds-voorburgwal/3207","nee",,,"Krentengang – Nieuwezijds Voorburgwal BS: O 1 (O41/8/128)"
"BB3444","Krentengang",,"Zandstraat",,"nee",,,"Krentengang – Zandstraat BS zie: Courantengang"
"BB3445",,,,,,,,"Kreys Gebed zonder End MNM"
"BB3446","De Krimp",,"Korte Reguliersdwarsstraat","https://adamlink.nl/geo/street/korte-reguliersdwarsstraat/2485","nee",,,"De Krimp – Korte Reguliersdwarsstraat Kw.: 1; MNM: 1"
"BB3447","Krimpengang","https://adamlink.nl/geo/street/jan-krimpengang/2061","Groeneburgwal","https://adamlink.nl/geo/street/groenburgwal/1564","ja","32","4-10","Krimpengang B: Groeneburgwal 32   4-10 zie: Jan Krimpengang"
"BB3448","Gang van Kroese",,"Rozenstraat Zz","https://adamlink.nl/geo/street/rozenstraat/3901","nee",,,"Gang van Kroese – Rozenstraat Zz WV:1 (1682-01-20)"
"BB3449",,,,,,,,"Krolgatsteegje TA zie: Kollegatsteeg(je)"
"BB3450","Gang",,"Krom Boomssloot","https://adamlink.nl/geo/street/krom-boomssloot/2539","nee",,,"Krom Boomssloot – Sluisje – Gang B KL: 1 (1664-08-15)"
"BB3451","Gemene Steeg",,"Krom Boomssloot","https://adamlink.nl/geo/street/krom-boomssloot/2539","nee",,,"Krom Boomssloot – Gemene Steeg WV: 1 (1609-01-  )"
"BB3452","Krom Boomssloot",,,,"nee",,,"Krom Boomssloot – Steeg BA53"
"BB3453",,,,,,,,"De Krom-el – Oostenburg Kw.: 1 (1790-11-04); MNM: 7 (1781-10-08 - 1806-02-10); tGA"
"BB3454","Dwarsgang/Gemene Steeg",,"Kromelleboogsteeg (Nieuwendijk)","https://adamlink.nl/geo/street/kromme-elleboog-steeg/5445","nee",,,"Kromelleboogsteeg (Nieuwendijk) – Dwarsgang/Gemene Steeg Kw.: 1 (1729-04-13)"
"BB3455","Naamlooze Gang",,"Kromelleboogsteeg","https://adamlink.nl/geo/street/kromelleboogsteeg/2541","ja","10","-","Kromelleboogsteeg B: Naamlooze Gang 10   -   vervallen."
"BB3456","Kromelleboogsteeg (Nieuwendijk)",,,,"nee",,,"Kromelleboogsteeg (Nieuwendijk) – Roodehuisingang ONA"
"BB3457","Kromelleboogsteeg",,,,"nee",,,"Kromelleboogsteeg – Slopje BA53"
"BB3458","Slopsteegje",,"Kromelleboogsteeg (Nieuwendijk)","https://adamlink.nl/geo/street/kromme-elleboog-steeg/5445","nee",,,"Kromelleboogsteeg (Nieuwendijk) – Slopsteegje Kw. zie: Oude Braak; TA: 1 (1712-09-14)"
"BB3459","Uitgang huis Kalverstraat",,"Kromelleboogsteeg (Rokin/Dam)","https://adamlink.nl/geo/street/kromelleboogsteeg/2541","nee",,,"Kromelleboogsteeg (Rokin/Dam) – Uitgang huis Kalverstraat TA: 1 (1629-06-06); WV: 1 (1698-02-03)"
"BB3460","Kromhoutsgang",,"Anjeliersgracht","https://adamlink.nl/geo/street/westerstraat/4964","ja","127","-","Kromhoutsgang B: Anjeliersgracht 127   -   vervallen.; K1805"
"BB3461","Kromhoutsgang",,"Goudsbloemstraat","https://adamlink.nl/geo/street/goudsbloemstraat/1537","nee",,,"Kromhoutsgang – Goudsbloemstraat TA: 1 (1721-03-21)"
"BB3462","Kromhoutsgang",,"Heerengracht","https://adamlink.nl/geo/street/herengracht/1768","ja","313/314","9-11","Kromhoutsgang B: Heerengracht 313/314   9-11 Thans: Melkmeisjesgang.; Kw.: 2 (1720, 1733); TA: 1 (1752); BS: G 3, O 4/(6), Ov 3 (1814-1851); RN53; RN75; L; Tram25; AS30; SvA35; AAA38/39"
"BB3463","Kromhoutsgang",,"Hoogte Kadijk","https://adamlink.nl/geo/street/hoogte-kadijk/1877","nee",,,"Kromhoutsgang – Hoogte Kadijk BS: O 1 (O17/7/55v)"
"BB3464","Kromhoutspoortje",,"Keizersgracht","https://adamlink.nl/geo/street/keizersgracht/2337","nee",,,"Kromhoutspoortje – Keizersgracht Kw.: 1 (1704-09-04)"
"BB3465","Kromme El",,"Oostenburg","https://adamlink.nl/geo/street/oostenburgergracht/3313","nee",,,"Kromme El – Oostenburg MNM zie: Krom-el"
"BB3466","Krommegang",,"Koningsstraat","https://adamlink.nl/geo/street/koningsstraat/2446","nee",,,"Krommegang – Koningsstraat BS: Ov 1 (G15/2/169v)"
"BB3467",,,,,,,,"Krommegang TA zie: Walenpad – Gang"
"BB3468","Wijdegang of Kromme Palmstraat",,"Goudsbloemgracht","https://adamlink.nl/geo/street/willemsstraat/5074","nee",,,"Wijdegang of Kromme Palmstraat – Goudsbloemgracht K1805"
"BB3469",,,,,,,,"Kromme Palmstraat Kw.; TA zie: Wijdegang – Palmstraat"
"BB3470","Kromme Palmstraat of Wijdegang",,"Palmstraat","https://adamlink.nl/geo/street/palmstraat/3453","nee",,,"Kromme Palmstraat of Wijdegang – Palmstraat WV; MNM"
"BB3471","Gang",,"Kromme Palmstraat","https://adamlink.nl/geo/street/kromme-palmstraat/2544","nee",,,"Kromme Palmstraat – Gang K1805; RN75"
"BB3472","Krommert",,"Anjeliersgracht","https://adamlink.nl/geo/street/westerstraat/4964","nee",,,"Krommert – Anjeliersgracht BS: G 1 (G11/8/88)"
"BB3473",,,,,,,,"Kromme Tuindwarsstraat of Groeneveldsteeg MNM: 1 (1802-01-18)"
"BB3474",,,,,,,,"Laatste Kromme Tuindwarsstraat TA: 1 (\"Een huijs en Erve Staande en geleegen in de laaste Cromme Tuijndwars-straat, aan de WestZijde, tsschen de Angeliers gragt, en Kromme TuynStraat omtren de Baangragt ... 1762-09-07\")"
"BB3475","Kromme Tuinstraat",,"Blinde Hoek",,"nee",,,"Kromme Tuinstraat – Blinde Hoek Kw. (zie ook: Blindehoek – Kromme Tuinstraat): 2 (1771-05-15, 1776-07-05)"
"BB3476","Gang",,"Kromme Tuinstraat","https://adamlink.nl/geo/street/kromme-tuynstraat/5647","nee",,,"Kromme Tuinstraat – Gang TA zie: Broek in Waterland"
"BB3477","Kromme Tuinstraat",,"De Pijp",,"nee",,,"Kromme Tuinstraat – De Pijp Kw.: 1 (1780-11-01); MNM: 1 (1802-10-18)"
"BB3478","Gang",,"Kromme Waal","https://adamlink.nl/geo/street/kromme-waal/2545","nee",,,"Kromme Waal – Gang TA: 1 (1744-05-19)"
"BB3479","Kromme Waal",,,,"nee",,,"Kromme Waal – Gangen BA53"
"BB3480","Steeg",,"Kromme Waal","https://adamlink.nl/geo/street/kromme-waal/2545","nee",,,"Kromme Waal – Steeg TA 1684-12-20 zie: Oude Waal"
"BB3481",,,,,,,,"Kromsteegje B K Kf: 1 (1602-09-11); Kw.: 1 (1629-05-25); TA: 1 (1629-05-25)"
"BB3482","Kromsteegje",,"Amstel","https://adamlink.nl/geo/street/amstel/135","nee",,,"Kromsteegje – Regulierspoort – Amstel WV: 1 (1623-02-04)"
"BB3483","Kronengang",,"Lijnbaansgracht","https://adamlink.nl/geo/street/lijnbaansgracht/2698","ja","371","-","Kronengang B: Lijnbaansgracht 371   -   vervallen Volgens de kaart van wijk 51. In 1796: Wagenmakersgang.; BWK; K1805"
"BB3484","Kronengang",,"Oude Looiersstraat","https://adamlink.nl/geo/street/oude-looiersstraat/3387","nee",,,"Kronengang – Oude Looiersstraat BS zie: Kerkkronengang"
"BB3485","Kronengang",,"Utrechtschedwarsstraat","https://adamlink.nl/geo/street/utrechtsedwarsstraat/4607","ja","69","-","Kronengang B: Utrechtschedwarsstraat 69   -   vervallen.; Kw.: 2 (1782, 1791); TA: 2 (1807); MNM: 1 (1782); K1805; BS: G 7, O 7, Ov 3 (1812-1820)"
"BB3486","Kruideniersgang",,"Prinsenstraat","https://adamlink.nl/geo/street/prinsenstraat/3686","ja","6","-","Kruideniersgang B: Prinsenstraat 6   -   vervallen.; BWK"
"BB3487","Kruiersgang – Dirk van Hasseltssteeg Kw.: 7 (1689-04-16",,,,"nee",,,"Kruiersgang – Dirk van Hasseltssteeg Kw.: 7 (1689-04-16 - 1789-07-15);  TA zie: Kruimanssteegje; ONA: 1 (1810-10-17)"
"BB3488",,,,,,,,"Kruiers- of Zilversmidsgang – Dirk van Hasseltssteeg K1805"
"BB3489","Kruiersgang",,"Elandsgracht","https://adamlink.nl/geo/street/elandsgracht/1231","nee",,,"Kruiersgang – Elandsgracht BS: O 1 (O45/2/104v)"
"BB3490","Kruiersgang",,"Singel","https://adamlink.nl/geo/street/singel/4088","ja","100/101","275-277","Kruiersgang B: Singel 100/101   275-277   vervallen. In 1853 en 1876: Utrechtschegang.; (WV); BS: G 3, O 8/(9), Ov 2 (1813-1832); RN53; BA53; RN75"
"BB3491","Kruifsgang",,"Egelantiersstraat","https://adamlink.nl/geo/street/egelantiersstraat/1210","ja","14","-","Kruifsgang B: Egelantiersstraat 14   -   vervallen.; BWK; K1805"
"BB3492","Kruimanserve",,"Dirk van Hasseltssteeg","https://adamlink.nl/geo/street/dirk-van-hasseltssteeg/1026","nee",,,"Kruimanserve – Dirk van Hasseltssteeg WV: 1/(2) (1662-01-10); TA: 2 (1600-10-06, 1633-06-13)"
"BB3493","Kruimansgang",,"Dirk van Hasseltssteeg","https://adamlink.nl/geo/street/dirk-van-hasseltssteeg/1026","nee",,,"Kruimansgang – Dirk van Hasseltssteeg Kw.; TA; MNM zie: Kruimanssteegje"
"BB3494",,,,,,,,"Kruimanssteeg TA zie: Kruimanssteegje"
"BB3495","Kruimanssteegje","https://adamlink.nl/geo/street/zilversmidsgang/7001","Dirk van Hasseltsteeg","https://adamlink.nl/geo/street/dirk-van-hasseltssteeg/1026","ja","17/18","42-48","Kruimanssteegje B: Dirk van Hasseltsteeg 17/18   42-48 Ook en thans enkel: Zilversmidsgang.; BF; W; BWK; WV: 2 (1644, 1646); Kw.: 7 (1694-1783); TA: 10 (1583-1808); MNM: 3 (1762-1801); K1805; BS: G 2, O 16, Ov 4 (1813-1852); RN53; BA53; BR; RN75; L; Tram25; AS30; SvA35; AAA38/39"
"BB3496","Kruisgang","https://adamlink.nl/geo/street/verbrande-gang/6690","Goudsbloemstraat","https://adamlink.nl/geo/street/goudsbloemstraat/1537","ja","155","103-107","Kruisgang B: Goudsbloemstraat 155   103-107 zie: Dubbeldegang"
"BB3497","Kruisgang",,"Prinsengr. Tusschen Prinsenhofsgang en Brouwersgr.",,"ja","-","-","Kruisgang B: Prinsengr. Tusschen Prinsenhofsgang en Brouwersgr. -   -   ? Volgens Wagenaar.; W; K1805; (tGA)"
"BB3498",,,,,,,,"Kruis Gebed zonder End MNM"
"BB3499","Kruismansgang",,"Dirk van Hasseltssteeg","https://adamlink.nl/geo/street/dirk-van-hasseltssteeg/1026","nee",,,"Kruismansgang – Dirk van Hasseltssteeg MNM zie: Kruimanssteegje"
"BB3500","Slopje",,"Kruissteeg",,"nee",,,"Kruissteeg – Raamgracht – Slopje TA: 1 (1611-04-22)"
"BB3501","Kruissteeg – Slopje/Slopsteegje TA: 5 (1608-12-09",,,,"nee",,,"Kruissteeg – Slopje/Slopsteegje TA: 5 (1608-12-09 - 1619-10-10)"
"BB3502",,,,,,,,"Kruissteegslopje TA: 2 (1616-02-17)"
"BB3503","Kruisstraat",,"Kromme Tuinstraat","https://adamlink.nl/geo/street/kromme-tuynstraat/5647","nee",,,"Kruisstraat - Kromme Tuinstraat - de Graaf van Oost-Friesland TA"
"BB3504",,,,,,,,"Kruisstraat(je) Kw.; TA zie: Openhart(dwars)steeg(je)"
"BB3505","Kruisstraatje",,"Pottenbakkerssteeg",,"nee",,,"Kruisstraatje – Openhartsteegje, Pottenbakkerssteeg TA"
"BB3506","Kruiwagensgang",,"Vinkenstraat","https://adamlink.nl/geo/street/vinkenstraat/4767","ja","108","185","Kruiwagensgang B: Vinkenstraat 108   185; BWK; B K Kf: 2 (1652, 1655); WV: 2 (1690); Kw.: 2 (1766, 1788); K1805; BS: O 1, Ov 1 (1811, 1840); RN53; BR; RN75; L; Tram25; AS30; SvA35"
"BB3507","Krukkengang",,"Grote Wittenburgerstraat","https://adamlink.nl/geo/street/grote-wittenburgerstraat/1596","nee",,,"Krukkengang – Grote Wittenburgerstraat BS: O 2 (O28/2/119, O28/5/134)"
"BB3508","Kuil-der-Leeuwengang",,"Palmstraat","https://adamlink.nl/geo/street/palmstraat/3453","ja","110","-","Kuil-der-Leeuwengang B: Palmstraat 110   -   vervallen. Inneemboek van het Aalmoezeniersweeshuis, Ao. 1732, No. 281; ook op de kaart van wijk 51. In het register van 1796 naamloos.; BWK; (B K Kf: 3); (B Nok: 1)"
"BB3509","Kuipersgang",,"Amstel","https://adamlink.nl/geo/street/amstel/135","nee",,,"Kuipersgang – Amstel BS: O 1 (O18/3/174v)"
"BB3510","Kuipersgang",,"Anjeliersgracht","https://adamlink.nl/geo/street/westerstraat/4964","ja","34","-","Kuipersgang B: Anjeliersgracht 34   -   vervallen.; TA: 4 (1696-1806); Kw.: 1 (1742); MNM: 2 (1779, 1801); K1805; BS: O 1 (1829); RN53"
"BB3511","Kuipersgang",,,,"ja",,,"Kuipersgang B: Bloemgracht (Zuidz.) b/d. Lijnbaansgracht -   -   ? Inneemboek van het Aalmoezeniersweeshuis, Ao. 1717, No. 53 en Ao. 1720, No. 105.; WV: 2 (1668-02-07, 1739-11-23); B W Kf: 3 (1691-11-07, 1692-12-20, 1694-05-20); Kw. (zie ook: Korendragersgang): 2 (1733-06-18, 1759-11-13); TA: 9 (1663-05-29 - 1766-09-09); MNM: 1 (1758-12-11)"
"BB3512","Kuipersgang",,,,"ja",,,"Kuipersgang B: Bloemstr. “over Smolenski” of “over ’t Witte Lam” -   -   ? Inneemboek van het Aalmoezeniersweeshuis, Ao. 1715, No. 39 en Ao. 1722, No. 70.; WV: 2 (1687-01-16, 1730-06-19); TA: 5 (1687-05-15 - 1787-10-26); B W Kf: 7 (1690-10-10 - 1712-01-10); Kw.: 1 (1730-11-23); K1805"
"BB3513","Kuipersgang","https://adamlink.nl/geo/street/kuipersgang/6758","Egelantiersstraat","https://adamlink.nl/geo/street/egelantiersstraat/1210","ja","60","136","Kuipersgang B: Egelantiersstraat 60   136; W; BWK; Kw.: 1 (1724); TA: 15 (1730-1806); MNM: 1 (1786); K1805; RN53; BA53; RN75; L"
"BB3514","Kuipersgang","https://adamlink.nl/geo/street/kuipersgang/6752","Egelantiersstraat","https://adamlink.nl/geo/street/egelantiersstraat/1210","ja","111","238-240","Kuipersgang B: Egelantiersstraat 111   238-240 In 1796 ook: Schrijversgang.; BWK; TA: 1 (1773); K1805; BS: O 3 (1820-1831); RN53; BA53; RN75; L; H"
"BB3515","Kuipersgang",,"Egelantiersstraat","https://adamlink.nl/geo/street/egelantiersstraat/1210","nee",,,"Kuipersgang – Egelantiersstraat MNM: 2 (1780-02-07); BR"
"BB3516","Kuipersgang",,"Elandsgracht","https://adamlink.nl/geo/street/elandsgracht/1231","ja","40","90","Kuipersgang B: Elandsgracht 40   90 Ook: Slagersgang. Thans naamloos.; W; Kw.: 4 (1782-1801); TA: 2 (1794, 1801); K1805; BS: G 2, O 3, Ov 3 (1812-1850); RN53; BA53; BR; L"
"BB3517","Kuipersgang","https://adamlink.nl/geo/street/kuipersgang/6893","Elandsgracht","https://adamlink.nl/geo/street/elandsgracht/1231","ja","95","73","Kuipersgang B: Elandsgracht 95   73   vervallen.; K1805; BS: G 3, O 3 (1822-1852); RN53; BA53; BR; RN75; L"
"BB3518","Kuipersgang",,"Elandsstraat","https://adamlink.nl/geo/street/elandsstraat/1232","nee",,,"Kuipersgang – Elandsstraat BS: O 1 (O24/1/147v)"
"BB3519","Kuipersgang",,"Goudsbloemgracht","https://adamlink.nl/geo/street/willemsstraat/5074","ja","39/40","-","Kuipersgang B: Goudsbloemgracht 39/40   -   vervallen.; BWK; B K Kf: 1/(2) (1655); Kw. (zie ook: Kuiperssteegje): 21 (1703-1803); TA: 19 (1648-1808); MNM: 10 (1760-1803); K1805; BS: G 6, O 11, Ov 33 (1811-1838); RN53"
"BB3520","Kuipersgang",,"Goudsbloemgracht Zz","https://adamlink.nl/geo/street/willemsstraat/5074","nee",,,"Kuipersgang – Goudsbloemgracht Zz TA: 2 (1705-11-30, 1718-03-13); Kw.: 1 (1719-07-11)"
"BB3521","Kuipersgang – Gravenstraat Kw.: 4 (1749-07-08",,,,"nee",,,"Kuipersgang – Gravenstraat Kw.: 4 (1749-07-08 - 1789-09-09); MNM: 2 (1767-05-11, 1789-07-20)"
"BB3522","Kuipersgang",,"Haarlemmerdijk","https://adamlink.nl/geo/street/haarlemmerdijk/1626","ja","261","-","Kuipersgang B: Haarlemmerdijk 261   -   vervallen.; BWK; (K1805); BS: G 2, (Ov 1) (1812-1814); RN53"
"BB3523","Kuipersgang","https://adamlink.nl/geo/street/kuipersgang/6855","Lauriergracht","https://adamlink.nl/geo/street/lauriergracht/2630","ja","45/46","104-106","Kuipersgang B: Lauriergracht 45/46   104-106   vervallen. In 1796: Pijpenbrandersgang.; B W Kf: 1 (1762); Kw.: 3 (1782-1790); TA: 2 (1775, 1784); MNM: 4 (1775-1804); K1805; BS: G 5, O 9, Ov 2 (1812-1851); RN53; BA53; BR; RN75; L; Tram25; AS30; SvA35"
"BB3524","Kuipersgang",,,,"ja",,,"Kuipersgang B: Laurierstraat, voorbij de 2e dwarsstraat -   -   ? Inneemboek van het Aalmoezeniersweeshuis, Ao. 1733, No. 93."
"BB3525","Kuipersgang",,"Lindengracht","https://adamlink.nl/geo/street/lindengracht/2707","nee",,,"Kuipersgang – Lindengracht TA: 1 (1685-06-18); Kw.: 3 (1746-02-18, 1748-02-27, 1748-12-05); RN53; BR"
"BB3526","Kuipersgang","https://adamlink.nl/geo/street/kuipersgang/6161","Lindengracht","https://adamlink.nl/geo/street/lindengracht/2707","ja","12","36","Kuipersgang B: Lindengracht 12   36; BWK; K1805; BS: 1 (1829); RN53; RN75; L; Tram25; AS30; SvA35"
"BB3527","Kuipersgang","https://adamlink.nl/geo/street/kuipersgang/6928","Lindengracht","https://adamlink.nl/geo/street/lindengracht/2707","ja","56","33-35","Kuipersgang B: Lindengracht 56   33-35 [164-166] Thans naamloos.; BS: O 2/(3), Ov 1 (1834-1842); RN53; RN75; L; H; Tram25; AS30; SvA35; AAA38/39"
"BB3528","Kuipersgang","https://adamlink.nl/geo/street/kuipersgang/6704","Lindengracht","https://adamlink.nl/geo/street/lindengracht/2707","ja","200","164-166","Kuipersgang B: Lindengracht 200   164-166 [33-35]; (BWK); K1805; BS: G 6, (O 2), Ov 2 (1814-1830); RN53; BA53; RN75; L; H; Tram25; AS30; SvA35"
"BB3529","Kuipersgang",,,,"ja",,,"Kuipersgang B: Looiersgracht 27   tusschen 66 en 68 zie: Kammengang"
"BB3530","Kuipersgang",,"Lijnbaansgracht","https://adamlink.nl/geo/street/lijnbaansgracht/2698","ja","42","337","Kuipersgang B: Lijnbaansgracht 42   337 Thans naamloos.; (BWK); K1805; BS G 6, O 5, Ov 2 (1811-1844); RN53; BA53; RN75; L; H; Tram25; AS30; SvA35"
"BB3531","Kuipersgang","https://adamlink.nl/geo/street/kuipersgang/6807","Lijnbaansgracht","https://adamlink.nl/geo/street/lijnbaansgracht/2698","ja","227","123-127","Kuipersgang B: Lijnbaansgracht 227   123-127; (W); (Kw. zie: Kuiperspoort); B W Kf: 1 (1762); TA zie: Herdersgang; K1805; BS: G 6, O 18/(19), Ov 3/(4) (1811-1853); RN53; BR; RN75; L; Tram25; AS30; SvA35"
"BB3532","Kuipersgang",,"Lijnbaansgracht","https://adamlink.nl/geo/street/lijnbaansgracht/2698","ja","300","-","Kuipersgang B: Lijnbaansgracht 300   -   vervallen.; MNM: 2 (1800, 1802); K1805"
"BB3533","Kuipersgang",,,,"nee",,,"Kuipersgang – Lijnbaansgracht (bij Goudsbloemstraat) BWK"
"BB3534","Kuipersgang – Overtoomseweg B H&L Kf: 2 (1722-12-13, 1764-09-16); Kw. (zie ook: Kuiperssteeg): 5 (1732-02-",,,,"nee",,,"Kuipersgang – Overtoomseweg B H&L Kf: 2 (1722-12-13, 1764-09-16); Kw. (zie ook: Kuiperssteeg): 5 (1732-02-   - 1794-07-17); TA: 6 (1732-02-20 - 1766-03-11, \"Een Thuijn genaamt de oude Viskooper met desselfs Huysingen en Erven ... Staande en leggende aan de zuijdzijde van de Heilige of overtoomse-weg buijten de Leijdse poort, voorbij de pestbrug binnen de Jurisdictie deser Stad; mitsgaders een Loots en zijne erve, Staande en gelegen daar agter inde kuijpers gang omtrent het midden aan de Oostsijde ... 1766-10-14\", \"Een Buitenplaatsje van ouds genaamd de Visch Kooper en thans de visser staande en geleegen op de overtoomsche weg op de hoek van de Kuipersgang ... 1782-08-28\"); MNM: 2 (1763-07-16, 1782-07-08); K1805"
"BB3535","Kuipersgang",,"Palmgracht","https://adamlink.nl/geo/street/palmgracht/3452","nee",,,"Kuipersgang – Palmgracht BS zie: Goudsbloemgracht"
"BB3536","Kuipersgang",,"Palmstraat","https://adamlink.nl/geo/street/palmstraat/3453","ja","29/30","-","Kuipersgang B: Palmstraat 29/30   -   vervallen. zie: Hendrijnengang"
"BB3537","Kuipersgang",,"Palmstraat","https://adamlink.nl/geo/street/palmstraat/3453","ja","85/86","-","Kuipersgang B: Palmstraat 85/86   -   vervallen.; BWK; WV: 1 (1721); TA: 1 (1805); K1805"
"BB3538","Kuipersgang",,"Passeerdersgracht","https://adamlink.nl/geo/street/passeerdersgracht/3483","nee",,,"Kuipersgang – Passeerdersgracht BS: O 2, Ov 2 (G13/2/112, G20/2/152v, O22/1/167v, O34/7/125v)"
"BB3539","Kuipersgang",,"Prinsengracht","https://adamlink.nl/geo/street/prinsengracht/3684","ja","243/244","557-569","Kuipersgang B: Prinsengracht 243/244   557-569 zie: Kardoeskokersgang"
"BB3540","Kuipersgang",,"Prinsengracht","https://adamlink.nl/geo/street/prinsengracht/3684","nee",,,"Kuipersgang – Prinsengracht over Elandsstraat B W Kf: 1 (1694-06-22)"
"BB3541","Kuipersgang",,"Prinsengracht","https://adamlink.nl/geo/street/prinsengracht/3684","ja","436","-","Kuipersgang B: Prinsengracht 436   -   vervallen.; K1805; BS: G 1, O 6, Ov 3 (1811-1844)"
"BB3542","Kuipersgang",,"Singel","https://adamlink.nl/geo/street/singel/4088","nee",,,"Kuipersgang – Singel BS: O 1 (O27/5/138)"
"BB3543","Kuipersgang",,,,"nee",,,"Kuipersgang – Tuinstraat [194] Tram25; AS30; SvA35 [zie ook: Pijpenbrandersgang 74/75]"
"BB3544","Kuipersgang",,"Vinkenstraat","https://adamlink.nl/geo/street/vinkenstraat/4767","ja","88/89","-","Kuipersgang B: Vinkenstraat 88/89   -   vervallen.; BWK; Kw.: 1 (1730); TA: 1 (\"Een Huijs en Erve Staande en Leggende in de Vinke Straat aan de Noordzijde tusschen het Haarlemmerplein en de baanbrugsteeg op de Westerhoek van de Kuijpers gang ... 1775-05-02\"); K1805; (BS: Ov 1)"
"BB3545","Kuipersgang",,"Binnen Visscherstraat","https://adamlink.nl/geo/street/binnen-vissersstraat/468","ja","22","16-18","Kuipersgang B: Binnen Visscherstraat 22   16-18; TA: 7 (1706-1798); Kw.: 5 (1721-1749); MNM: 2 (1798, 1807); K1805; BS: O 13, (Ov 1) (1817-1852); RN53; BR; RN75; L; Tram25; AS30; SvA35; AAA38/39"
"BB3546","Kuipersgangetje",,"Lijnbaansgracht","https://adamlink.nl/geo/street/lijnbaansgracht/2698","nee",,,"Kuipersgangetje – Lijnbaansgracht MNM zie: Kuipersgang 300"
"BB3547","Kuiperspoort",,"Anjeliersgracht","https://adamlink.nl/geo/street/westerstraat/4964","ja","101","-","Kuiperspoort B: Anjeliersgracht 101   -   vervallen.; MNM: 1 (1757); K1805"
"BB3548","Kuiperspoort",,"Lijnbaansgracht","https://adamlink.nl/geo/street/lijnbaansgracht/2698","nee",,,"Kuiperspoort – Lijnbaansgracht TA: 1 (1767-09-01); Kw.: 1 (1768-06-23)"
"BB3549",,,,,,,,"Kuipersteeg K1559 zie: Cuperssteeg"
"BB3550","Kuiperssteeg",,"Achterburgwal","https://adamlink.nl/geo/street/oudezijds-achterburgwal/3406","nee",,,"Kuiperssteeg – Achterburgwal B W Kf: 1 (1691-12-28)"
"BB3551",,,,,,,,"Kuiperssteeg = Geelvincksdwarssteeg TA: 1 (1768-06-14)"
"BB3552",,,,,,,,"Kuiperssteeg of –gang – Goudsbloemgracht TA 1713-06-20"
"BB3553","Kuiperssteeg",,"Overtoomseweg","https://adamlink.nl/geo/street/overtoom/3430","nee",,,"Kuiperssteeg – Overtoomseweg Kw. (zie ook: Kuipersgang): 1 (1759-10-16)"
"BB3554","Kuiperssteeg",,"Binnen Vissersstraat","https://adamlink.nl/geo/street/binnen-vissersstraat/468","nee",,,"Kuiperssteeg – Binnen Vissersstraat BS zie: Kuipersgang"
"BB3555",,,,,,,,"Kuiperssteegje Kw.; TA zie: Geelvincksdwarssteeg"
"BB3556","Kuiperssteegje",,"Goudsbloemgracht","https://adamlink.nl/geo/street/willemsstraat/5074","nee",,,"Kuiperssteegje – Goudsbloemgracht Kw.: 1 (1651-07-27); TA: 2 (1648-07-10, 1651-07-27)"
"BB3557","Kuiperssteegje",,,,"nee",,,"Kuiperssteegje – Oudezijds Voorburgwal tG zie: Paternosterssteegje"
"BB3558",,,,,,,,"Kunstersgang of –hofje B: Goudsbloemgracht 112   -   vervallen.; BWK; (MNM?); K1805"
"BB3559",,,,,,,,"Kunsten-/Kunster(s)gang, Albert – Goudsbloemgracht"
"BB3560","Kunsthofje",,"Goudsbloemgracht","https://adamlink.nl/geo/street/willemsstraat/5074","nee",,,"Kunsthofje – Goudsbloemgracht TA: 1 (1806-02-04); K1805"
